DIRECTION,STUDY_DATE,VOLUME
W,04/25/2023 09:15:00 PM,405
E,04/25/2023 09:15:00 PM,231
W,04/25/2023 09:30:00 PM,341
E,04/25/2023 09:30:00 PM,188
W,04/25/2023 09:45:00 PM,257
E,04/25/2023 09:45:00 PM,176
W,04/25/2023 10:00:00 PM,231
E,04/25/2023 10:00:00 PM,168
W,04/25/2023 10:15:00 PM,203
E,04/25/2023 10:15:00 PM,280
W,04/25/2023 10:30:00 PM,168
E,04/25/2023 10:30:00 PM,220
W,04/25/2023 10:45:00 PM,137
E,04/25/2023 10:45:00 PM,144
W,04/25/2023 11:00:00 PM,156
E,04/25/2023 11:00:00 PM,86
W,04/25/2023 11:15:00 PM,126
E,04/25/2023 11:15:00 PM,103
W,04/25/2023 11:30:00 PM,115
E,04/25/2023 11:30:00 PM,61
W,04/25/2023 11:45:00 PM,102
E,04/25/2023 11:45:00 PM,73
W,04/26/2023 12:00:00 AM,66
E,04/26/2023 12:00:00 AM,53
W,04/26/2023 12:15:00 AM,55
E,04/26/2023 12:15:00 AM,52
W,04/26/2023 12:30:00 AM,29
E,04/26/2023 12:30:00 AM,40
W,04/26/2023 12:45:00 AM,52
E,04/26/2023 12:45:00 AM,36
W,04/26/2023 01:00:00 AM,23
E,04/26/2023 01:00:00 AM,16
W,04/26/2023 01:15:00 AM,25
E,04/26/2023 01:15:00 AM,25
W,04/26/2023 01:30:00 AM,26
E,04/26/2023 01:30:00 AM,23
W,04/26/2023 01:45:00 AM,23
E,04/26/2023 01:45:00 AM,22
W,04/26/2023 02:00:00 AM,25
E,04/26/2023 02:00:00 AM,18
W,04/26/2023 02:15:00 AM,30
E,04/26/2023 02:15:00 AM,22
W,04/26/2023 02:30:00 AM,13
E,04/26/2023 02:30:00 AM,25
W,04/26/2023 02:45:00 AM,18
E,04/26/2023 02:45:00 AM,11
W,04/26/2023 03:00:00 AM,24
E,04/26/2023 03:00:00 AM,18
W,04/26/2023 03:15:00 AM,20
E,04/26/2023 03:15:00 AM,24
W,04/26/2023 03:30:00 AM,22
E,04/26/2023 03:30:00 AM,36
W,04/26/2023 03:45:00 AM,15
E,04/26/2023 03:45:00 AM,27
W,04/26/2023 04:00:00 AM,25
E,04/26/2023 04:00:00 AM,24
W,04/26/2023 04:15:00 AM,31
E,04/26/2023 04:15:00 AM,28
W,04/26/2023 04:30:00 AM,20
E,04/26/2023 04:30:00 AM,47
W,04/26/2023 04:45:00 AM,20
E,04/26/2023 04:45:00 AM,51
W,04/26/2023 05:00:00 AM,27
E,04/26/2023 05:00:00 AM,80
W,04/26/2023 05:15:00 AM,46
E,04/26/2023 05:15:00 AM,147
W,04/26/2023 05:30:00 AM,51
E,04/26/2023 05:30:00 AM,229
W,04/26/2023 05:45:00 AM,93
E,04/26/2023 05:45:00 AM,250
W,04/26/2023 06:00:00 AM,111
E,04/26/2023 06:00:00 AM,298
W,04/26/2023 06:15:00 AM,170
E,04/26/2023 06:15:00 AM,483
W,04/26/2023 06:30:00 AM,261
E,04/26/2023 06:30:00 AM,744
W,04/26/2023 06:45:00 AM,283
E,04/26/2023 06:45:00 AM,755
W,04/26/2023 07:00:00 AM,287
E,04/26/2023 07:00:00 AM,866
W,04/26/2023 07:15:00 AM,359
E,04/26/2023 07:15:00 AM,1092
W,04/26/2023 07:30:00 AM,454
E,04/26/2023 07:30:00 AM,1113
W,04/26/2023 07:45:00 AM,494
E,04/26/2023 07:45:00 AM,871
W,04/26/2023 08:00:00 AM,521
E,04/26/2023 08:00:00 AM,839
W,04/26/2023 08:15:00 AM,557
E,04/26/2023 08:15:00 AM,857
W,04/26/2023 08:30:00 AM,520
E,04/26/2023 08:30:00 AM,933
W,04/26/2023 08:45:00 AM,559
E,04/26/2023 08:45:00 AM,671
W,04/26/2023 09:00:00 AM,528
E,04/26/2023 09:00:00 AM,618
W,04/26/2023 09:15:00 AM,476
E,04/26/2023 09:15:00 AM,598
W,04/26/2023 09:30:00 AM,485
E,04/26/2023 09:30:00 AM,572
W,04/26/2023 09:45:00 AM,442
E,04/26/2023 09:45:00 AM,611
W,04/26/2023 10:00:00 AM,460
E,04/26/2023 10:00:00 AM,551
W,04/26/2023 10:15:00 AM,433
E,04/26/2023 10:15:00 AM,577
W,04/26/2023 10:30:00 AM,487
E,04/26/2023 10:30:00 AM,619
W,04/26/2023 10:45:00 AM,460
E,04/26/2023 10:45:00 AM,573
W,04/26/2023 11:00:00 AM,450
E,04/26/2023 11:00:00 AM,522
W,04/26/2023 11:15:00 AM,411
E,04/26/2023 11:15:00 AM,586
W,04/26/2023 11:30:00 AM,407
E,04/26/2023 11:30:00 AM,605
W,04/26/2023 11:45:00 AM,490
E,04/26/2023 11:45:00 AM,538
W,04/26/2023 12:00:00 PM,487
E,04/26/2023 12:00:00 PM,573
W,04/26/2023 12:15:00 PM,498
E,04/26/2023 12:15:00 PM,603
W,04/26/2023 12:30:00 PM,526
E,04/26/2023 12:30:00 PM,572
W,04/26/2023 12:45:00 PM,640
E,04/26/2023 12:45:00 PM,576
W,04/26/2023 01:00:00 PM,577
E,04/26/2023 01:00:00 PM,474
W,04/26/2023 01:15:00 PM,548
E,04/26/2023 01:15:00 PM,549
W,04/26/2023 01:30:00 PM,563
E,04/26/2023 01:30:00 PM,572
W,04/26/2023 01:45:00 PM,645
E,04/26/2023 01:45:00 PM,494
W,04/26/2023 02:00:00 PM,636
E,04/26/2023 02:00:00 PM,520
W,04/26/2023 02:15:00 PM,679
E,04/26/2023 02:15:00 PM,637
W,04/26/2023 02:30:00 PM,738
E,04/26/2023 02:30:00 PM,559
W,04/26/2023 02:45:00 PM,761
E,04/26/2023 02:45:00 PM,590
W,04/26/2023 03:00:00 PM,929
E,04/26/2023 03:00:00 PM,585
W,04/26/2023 03:15:00 PM,1061
E,04/26/2023 03:15:00 PM,624
W,04/26/2023 03:30:00 PM,1147
E,04/26/2023 03:30:00 PM,702
W,04/26/2023 03:45:00 PM,1187
E,04/26/2023 03:45:00 PM,666
W,04/26/2023 04:00:00 PM,1149
E,04/26/2023 04:00:00 PM,592
W,04/26/2023 04:15:00 PM,1254
E,04/26/2023 04:15:00 PM,610
W,04/26/2023 04:30:00 PM,1290
E,04/26/2023 04:30:00 PM,638
W,04/26/2023 04:45:00 PM,1297
E,04/26/2023 04:45:00 PM,648
W,04/26/2023 05:00:00 PM,1230
E,04/26/2023 05:00:00 PM,579
W,04/26/2023 05:15:00 PM,1224
E,04/26/2023 05:15:00 PM,616
W,04/26/2023 05:30:00 PM,1186
E,04/26/2023 05:30:00 PM,594
W,04/26/2023 05:45:00 PM,1058
E,04/26/2023 05:45:00 PM,605
W,04/26/2023 06:00:00 PM,842
E,04/26/2023 06:00:00 PM,604
W,04/26/2023 06:15:00 PM,818
E,04/26/2023 06:15:00 PM,626
W,04/26/2023 06:30:00 PM,728
E,04/26/2023 06:30:00 PM,555
W,04/26/2023 06:45:00 PM,617
E,04/26/2023 06:45:00 PM,506
W,04/26/2023 07:00:00 PM,561
E,04/26/2023 07:00:00 PM,419
W,04/26/2023 07:15:00 PM,602
E,04/26/2023 07:15:00 PM,399
W,04/26/2023 07:30:00 PM,520
E,04/26/2023 07:30:00 PM,354
W,04/26/2023 07:45:00 PM,481
E,04/26/2023 07:45:00 PM,341
W,04/26/2023 08:00:00 PM,460
E,04/26/2023 08:00:00 PM,340
W,04/26/2023 08:15:00 PM,491
E,04/26/2023 08:15:00 PM,308
W,04/26/2023 08:30:00 PM,468
E,04/26/2023 08:30:00 PM,271
W,04/26/2023 08:45:00 PM,431
E,04/26/2023 08:45:00 PM,282
W,04/26/2023 09:00:00 PM,427
E,04/26/2023 09:00:00 PM,274
W,04/26/2023 09:15:00 PM,420
E,04/26/2023 09:15:00 PM,302
W,04/26/2023 09:30:00 PM,311
E,04/26/2023 09:30:00 PM,237
W,04/26/2023 09:45:00 PM,302
E,04/26/2023 09:45:00 PM,167
W,04/26/2023 10:00:00 PM,267
E,04/26/2023 10:00:00 PM,158
W,04/26/2023 10:15:00 PM,264
E,04/26/2023 10:15:00 PM,142
W,04/26/2023 10:30:00 PM,231
E,04/26/2023 10:30:00 PM,130
W,04/26/2023 10:45:00 PM,209
E,04/26/2023 10:45:00 PM,109
W,04/26/2023 11:00:00 PM,158
E,04/26/2023 11:00:00 PM,98
W,04/26/2023 11:15:00 PM,166
E,04/26/2023 11:15:00 PM,97
W,04/26/2023 11:30:00 PM,132
E,04/26/2023 11:30:00 PM,74
W,04/26/2023 11:45:00 PM,109
E,04/26/2023 11:45:00 PM,69
W,04/27/2023 12:00:00 AM,74
E,04/27/2023 12:00:00 AM,43
W,04/27/2023 12:15:00 AM,60
E,04/27/2023 12:15:00 AM,52
W,04/27/2023 12:30:00 AM,41
E,04/27/2023 12:30:00 AM,46
W,04/27/2023 12:45:00 AM,35
E,04/27/2023 12:45:00 AM,48
W,04/27/2023 01:00:00 AM,40
E,04/27/2023 01:00:00 AM,29
W,04/27/2023 01:15:00 AM,30
E,04/27/2023 01:15:00 AM,19
W,04/27/2023 01:30:00 AM,36
E,04/27/2023 01:30:00 AM,24
W,04/27/2023 01:45:00 AM,29
E,04/27/2023 01:45:00 AM,18
W,04/27/2023 02:00:00 AM,23
E,04/27/2023 02:00:00 AM,14
W,04/27/2023 02:15:00 AM,29
E,04/27/2023 02:15:00 AM,19
W,04/27/2023 02:30:00 AM,15
E,04/27/2023 02:30:00 AM,25
W,04/27/2023 02:45:00 AM,23
E,04/27/2023 02:45:00 AM,32
W,04/27/2023 03:00:00 AM,21
E,04/27/2023 03:00:00 AM,25
W,04/27/2023 03:15:00 AM,27
E,04/27/2023 03:15:00 AM,21
W,04/27/2023 03:30:00 AM,9
E,04/27/2023 03:30:00 AM,25
W,04/27/2023 03:45:00 AM,12
E,04/27/2023 03:45:00 AM,20
W,04/27/2023 04:00:00 AM,12
E,04/27/2023 04:00:00 AM,24
W,04/27/2023 04:15:00 AM,20
E,04/27/2023 04:15:00 AM,31
W,04/27/2023 04:30:00 AM,27
E,04/27/2023 04:30:00 AM,48
W,04/27/2023 04:45:00 AM,36
E,04/27/2023 04:45:00 AM,55
W,04/27/2023 05:00:00 AM,35
E,04/27/2023 05:00:00 AM,76
W,04/27/2023 05:15:00 AM,40
E,04/27/2023 05:15:00 AM,132
W,04/27/2023 05:30:00 AM,63
E,04/27/2023 05:30:00 AM,230
W,04/27/2023 05:45:00 AM,76
E,04/27/2023 05:45:00 AM,232
W,04/27/2023 06:00:00 AM,115
E,04/27/2023 06:00:00 AM,282
W,04/27/2023 06:15:00 AM,180
E,04/27/2023 06:15:00 AM,472
W,04/27/2023 06:30:00 AM,246
E,04/27/2023 06:30:00 AM,729
W,04/27/2023 06:45:00 AM,302
E,04/27/2023 06:45:00 AM,783
W,04/27/2023 07:00:00 AM,253
E,04/27/2023 07:00:00 AM,844
W,04/27/2023 07:15:00 AM,373
E,04/27/2023 07:15:00 AM,1033
W,04/27/2023 07:30:00 AM,445
E,04/27/2023 07:30:00 AM,1061
W,04/27/2023 07:45:00 AM,455
E,04/27/2023 07:45:00 AM,906
W,04/27/2023 08:00:00 AM,477
E,04/27/2023 08:00:00 AM,798
W,04/27/2023 08:15:00 AM,484
E,04/27/2023 08:15:00 AM,828
W,04/27/2023 08:30:00 AM,546
E,04/27/2023 08:30:00 AM,852
W,04/27/2023 08:45:00 AM,517
E,04/27/2023 08:45:00 AM,626
W,04/27/2023 09:00:00 AM,521
E,04/27/2023 09:00:00 AM,606
W,04/27/2023 09:15:00 AM,466
E,04/27/2023 09:15:00 AM,620
W,04/27/2023 09:30:00 AM,458
E,04/27/2023 09:30:00 AM,666
W,04/27/2023 09:45:00 AM,447
E,04/27/2023 09:45:00 AM,654
W,04/27/2023 10:00:00 AM,472
E,04/27/2023 10:00:00 AM,569
W,04/27/2023 10:15:00 AM,483
E,04/27/2023 10:15:00 AM,608
W,04/27/2023 10:30:00 AM,480
E,04/27/2023 10:30:00 AM,624
W,04/27/2023 10:45:00 AM,548
E,04/27/2023 10:45:00 AM,623
W,04/27/2023 11:00:00 AM,541
E,04/27/2023 11:00:00 AM,582
W,04/27/2023 11:15:00 AM,571
E,04/27/2023 11:15:00 AM,582
W,04/27/2023 11:30:00 AM,561
E,04/27/2023 11:30:00 AM,623
W,04/27/2023 11:45:00 AM,567
E,04/27/2023 11:45:00 AM,613
W,04/27/2023 12:00:00 PM,583
E,04/27/2023 12:00:00 PM,605
W,04/27/2023 12:15:00 PM,565
E,04/27/2023 12:15:00 PM,569
W,04/27/2023 12:30:00 PM,583
E,04/27/2023 12:30:00 PM,613
W,04/27/2023 12:45:00 PM,591
E,04/27/2023 12:45:00 PM,636
W,04/27/2023 01:00:00 PM,601
E,04/27/2023 01:00:00 PM,540
W,04/27/2023 01:15:00 PM,607
E,04/27/2023 01:15:00 PM,560
W,04/27/2023 01:30:00 PM,611
E,04/27/2023 01:30:00 PM,563
W,04/27/2023 01:45:00 PM,571
E,04/27/2023 01:45:00 PM,566
W,04/27/2023 02:00:00 PM,630
E,04/27/2023 02:00:00 PM,539
W,04/27/2023 02:15:00 PM,684
E,04/27/2023 02:15:00 PM,562
W,04/27/2023 02:30:00 PM,660
E,04/27/2023 02:30:00 PM,558
W,04/27/2023 02:45:00 PM,664
E,04/27/2023 02:45:00 PM,614
W,04/27/2023 03:00:00 PM,803
E,04/27/2023 03:00:00 PM,589
W,04/27/2023 03:15:00 PM,843
E,04/27/2023 03:15:00 PM,636
W,04/27/2023 03:30:00 PM,903
E,04/27/2023 03:30:00 PM,632
W,04/27/2023 03:45:00 PM,939
E,04/27/2023 03:45:00 PM,677
W,04/27/2023 04:00:00 PM,944
E,04/27/2023 04:00:00 PM,670
W,04/27/2023 04:15:00 PM,985
E,04/27/2023 04:15:00 PM,633
W,04/27/2023 04:30:00 PM,1023
E,04/27/2023 04:30:00 PM,681
W,04/27/2023 04:45:00 PM,1036
E,04/27/2023 04:45:00 PM,632
W,04/27/2023 05:00:00 PM,1164
E,04/27/2023 05:00:00 PM,667
W,04/27/2023 05:15:00 PM,1105
E,04/27/2023 05:15:00 PM,626
W,04/27/2023 05:30:00 PM,1161
E,04/27/2023 05:30:00 PM,627
W,04/27/2023 05:45:00 PM,1113
E,04/27/2023 05:45:00 PM,598
W,04/27/2023 06:00:00 PM,954
E,04/27/2023 06:00:00 PM,638
W,04/27/2023 06:15:00 PM,837
E,04/27/2023 06:15:00 PM,656
W,04/27/2023 06:30:00 PM,731
E,04/27/2023 06:30:00 PM,557
W,04/27/2023 06:45:00 PM,605
E,04/27/2023 06:45:00 PM,573
W,04/27/2023 07:00:00 PM,636
E,04/27/2023 07:00:00 PM,433
W,04/27/2023 07:15:00 PM,612
E,04/27/2023 07:15:00 PM,407
W,04/27/2023 07:30:00 PM,523
E,04/27/2023 07:30:00 PM,342
W,04/27/2023 07:45:00 PM,581
E,04/27/2023 07:45:00 PM,359
W,04/27/2023 08:00:00 PM,419
E,04/27/2023 08:00:00 PM,324
W,04/27/2023 08:15:00 PM,533
E,04/27/2023 08:15:00 PM,328
W,04/27/2023 08:30:00 PM,451
E,04/27/2023 08:30:00 PM,299
W,04/27/2023 08:45:00 PM,447
E,04/27/2023 08:45:00 PM,305
W,04/27/2023 09:00:00 PM,431
E,04/27/2023 09:00:00 PM,257
W,04/27/2023 09:15:00 PM,445
E,04/27/2023 09:15:00 PM,271
W,04/27/2023 09:30:00 PM,411
E,04/27/2023 09:30:00 PM,175
W,04/27/2023 09:45:00 PM,363
E,04/27/2023 09:45:00 PM,179
W,04/27/2023 10:00:00 PM,263
E,04/27/2023 10:00:00 PM,167
W,04/27/2023 10:15:00 PM,232
E,04/27/2023 10:15:00 PM,257
W,04/27/2023 10:30:00 PM,186
E,04/27/2023 10:30:00 PM,179
W,04/27/2023 10:45:00 PM,155
E,04/27/2023 10:45:00 PM,137
W,04/27/2023 11:00:00 PM,159
E,04/27/2023 11:00:00 PM,115
W,04/27/2023 11:15:00 PM,141
E,04/27/2023 11:15:00 PM,103
W,04/27/2023 11:30:00 PM,109
E,04/27/2023 11:30:00 PM,76
W,04/27/2023 11:45:00 PM,118
E,04/27/2023 11:45:00 PM,68
W,04/28/2023 12:00:00 AM,81
E,04/28/2023 12:00:00 AM,58
W,04/28/2023 12:15:00 AM,75
E,04/28/2023 12:15:00 AM,64
W,04/28/2023 12:30:00 AM,55
E,04/28/2023 12:30:00 AM,62
W,04/28/2023 12:45:00 AM,38
E,04/28/2023 12:45:00 AM,42
W,04/28/2023 01:00:00 AM,49
E,04/28/2023 01:00:00 AM,22
W,04/28/2023 01:15:00 AM,33
E,04/28/2023 01:15:00 AM,31
W,04/28/2023 01:30:00 AM,38
E,04/28/2023 01:30:00 AM,21
W,04/28/2023 01:45:00 AM,34
E,04/28/2023 01:45:00 AM,26
W,04/28/2023 02:00:00 AM,32
E,04/28/2023 02:00:00 AM,24
W,04/28/2023 02:15:00 AM,29
E,04/28/2023 02:15:00 AM,21
W,04/28/2023 02:30:00 AM,27
E,04/28/2023 02:30:00 AM,34
W,04/28/2023 02:45:00 AM,27
E,04/28/2023 02:45:00 AM,20
W,04/28/2023 03:00:00 AM,18
E,04/28/2023 03:00:00 AM,29
W,04/28/2023 03:15:00 AM,26
E,04/28/2023 03:15:00 AM,28
W,04/28/2023 03:30:00 AM,22
E,04/28/2023 03:30:00 AM,34
W,04/28/2023 03:45:00 AM,24
E,04/28/2023 03:45:00 AM,26
W,04/28/2023 04:00:00 AM,16
E,04/28/2023 04:00:00 AM,34
W,04/28/2023 04:15:00 AM,24
E,04/28/2023 04:15:00 AM,35
W,04/28/2023 04:30:00 AM,20
E,04/28/2023 04:30:00 AM,59
W,04/28/2023 04:45:00 AM,28
E,04/28/2023 04:45:00 AM,43
W,04/28/2023 05:00:00 AM,31
E,04/28/2023 05:00:00 AM,71
W,04/28/2023 05:15:00 AM,48
E,04/28/2023 05:15:00 AM,140
W,04/28/2023 05:30:00 AM,64
E,04/28/2023 05:30:00 AM,193
W,04/28/2023 05:45:00 AM,98
E,04/28/2023 05:45:00 AM,214
W,04/28/2023 06:00:00 AM,118
E,04/28/2023 06:00:00 AM,262
W,04/28/2023 06:15:00 AM,184
E,04/28/2023 06:15:00 AM,396
W,04/28/2023 06:30:00 AM,260
E,04/28/2023 06:30:00 AM,638
W,04/28/2023 06:45:00 AM,273
E,04/28/2023 06:45:00 AM,645
W,04/28/2023 07:00:00 AM,269
E,04/28/2023 07:00:00 AM,708
W,04/28/2023 07:15:00 AM,365
E,04/28/2023 07:15:00 AM,922
W,04/28/2023 07:30:00 AM,437
E,04/28/2023 07:30:00 AM,998
W,04/28/2023 07:45:00 AM,479
E,04/28/2023 07:45:00 AM,804
W,04/28/2023 08:00:00 AM,513
E,04/28/2023 08:00:00 AM,788
W,04/28/2023 08:15:00 AM,507
E,04/28/2023 08:15:00 AM,780
W,04/28/2023 08:30:00 AM,521
E,04/28/2023 08:30:00 AM,893
W,04/28/2023 08:45:00 AM,531
E,04/28/2023 08:45:00 AM,745
W,04/28/2023 09:00:00 AM,541
E,04/28/2023 09:00:00 AM,614
W,04/28/2023 09:15:00 AM,467
E,04/28/2023 09:15:00 AM,647
W,04/28/2023 09:30:00 AM,510
E,04/28/2023 09:30:00 AM,573
W,04/28/2023 09:45:00 AM,495
E,04/28/2023 09:45:00 AM,698
W,04/28/2023 10:00:00 AM,418
E,04/28/2023 10:00:00 AM,585
W,04/28/2023 10:15:00 AM,521
E,04/28/2023 10:15:00 AM,619
W,04/28/2023 10:30:00 AM,536
E,04/28/2023 10:30:00 AM,592
W,04/28/2023 10:45:00 AM,545
E,04/28/2023 10:45:00 AM,639
W,04/28/2023 11:00:00 AM,559
E,04/28/2023 11:00:00 AM,597
W,04/28/2023 11:15:00 AM,603
E,04/28/2023 11:15:00 AM,675
W,04/28/2023 11:30:00 AM,653
E,04/28/2023 11:30:00 AM,678
W,04/28/2023 11:45:00 AM,661
E,04/28/2023 11:45:00 AM,729
W,04/28/2023 12:00:00 PM,666
E,04/28/2023 12:00:00 PM,604
W,04/28/2023 12:15:00 PM,670
E,04/28/2023 12:15:00 PM,639
W,04/28/2023 12:30:00 PM,714
E,04/28/2023 12:30:00 PM,672
W,04/28/2023 12:45:00 PM,745
E,04/28/2023 12:45:00 PM,659
W,04/28/2023 01:00:00 PM,730
E,04/28/2023 01:00:00 PM,683
W,04/28/2023 01:15:00 PM,748
E,04/28/2023 01:15:00 PM,666
W,04/28/2023 01:30:00 PM,718
E,04/28/2023 01:30:00 PM,617
W,04/28/2023 01:45:00 PM,747
E,04/28/2023 01:45:00 PM,659
W,04/28/2023 02:00:00 PM,737
E,04/28/2023 02:00:00 PM,621
W,04/28/2023 02:15:00 PM,830
E,04/28/2023 02:15:00 PM,587
W,04/28/2023 02:30:00 PM,886
E,04/28/2023 02:30:00 PM,256
W,04/28/2023 02:45:00 PM,923
E,04/28/2023 02:45:00 PM,403
W,04/28/2023 03:00:00 PM,914
E,04/28/2023 03:00:00 PM,645
W,04/28/2023 03:15:00 PM,994
E,04/28/2023 03:15:00 PM,583
W,04/28/2023 03:30:00 PM,1094
E,04/28/2023 03:30:00 PM,577
W,04/28/2023 03:45:00 PM,1120
E,04/28/2023 03:45:00 PM,610
W,04/28/2023 04:00:00 PM,1098
E,04/28/2023 04:00:00 PM,612
W,04/28/2023 04:15:00 PM,1125
E,04/28/2023 04:15:00 PM,659
W,04/28/2023 04:30:00 PM,1115
E,04/28/2023 04:30:00 PM,648
W,04/28/2023 04:45:00 PM,1104
E,04/28/2023 04:45:00 PM,620
W,04/28/2023 05:00:00 PM,1113
E,04/28/2023 05:00:00 PM,563
W,04/28/2023 05:15:00 PM,1004
E,04/28/2023 05:15:00 PM,684
W,04/28/2023 05:30:00 PM,975
E,04/28/2023 05:30:00 PM,604
W,04/28/2023 05:45:00 PM,853
E,04/28/2023 05:45:00 PM,681
W,04/28/2023 06:00:00 PM,782
E,04/28/2023 06:00:00 PM,658
W,04/28/2023 06:15:00 PM,761
E,04/28/2023 06:15:00 PM,594
W,04/28/2023 06:30:00 PM,672
E,04/28/2023 06:30:00 PM,597
W,04/28/2023 06:45:00 PM,612
E,04/28/2023 06:45:00 PM,558
W,04/28/2023 07:00:00 PM,530
E,04/28/2023 07:00:00 PM,446
W,04/28/2023 07:15:00 PM,545
E,04/28/2023 07:15:00 PM,427
W,04/28/2023 07:30:00 PM,508
E,04/28/2023 07:30:00 PM,416
W,04/28/2023 07:45:00 PM,438
E,04/28/2023 07:45:00 PM,397
W,04/28/2023 08:00:00 PM,473
E,04/28/2023 08:00:00 PM,343
W,04/28/2023 08:15:00 PM,469
E,04/28/2023 08:15:00 PM,318
W,04/28/2023 08:30:00 PM,417
E,04/28/2023 08:30:00 PM,335
W,04/28/2023 08:45:00 PM,442
E,04/28/2023 08:45:00 PM,306
W,04/28/2023 09:00:00 PM,422
E,04/28/2023 09:00:00 PM,324
W,04/28/2023 09:15:00 PM,480
E,04/28/2023 09:15:00 PM,265
W,04/28/2023 09:30:00 PM,382
E,04/28/2023 09:30:00 PM,255
W,04/28/2023 09:45:00 PM,326
E,04/28/2023 09:45:00 PM,238
W,04/28/2023 10:00:00 PM,286
E,04/28/2023 10:00:00 PM,210
W,04/28/2023 10:15:00 PM,294
E,04/28/2023 10:15:00 PM,201
W,04/28/2023 10:30:00 PM,255
E,04/28/2023 10:30:00 PM,179
W,04/28/2023 10:45:00 PM,254
E,04/28/2023 10:45:00 PM,161
W,04/28/2023 11:00:00 PM,243
E,04/28/2023 11:00:00 PM,142
W,04/28/2023 11:15:00 PM,235
E,04/28/2023 11:15:00 PM,155
W,04/28/2023 11:30:00 PM,182
E,04/28/2023 11:30:00 PM,129
W,04/28/2023 11:45:00 PM,163
E,04/28/2023 11:45:00 PM,119
W,04/29/2023 12:00:00 AM,142
E,04/29/2023 12:00:00 AM,71
W,04/29/2023 12:15:00 AM,140
E,04/29/2023 12:15:00 AM,80
W,04/29/2023 12:30:00 AM,80
E,04/29/2023 12:30:00 AM,67
W,04/29/2023 12:45:00 AM,72
E,04/29/2023 12:45:00 AM,79
W,04/29/2023 01:00:00 AM,72
E,04/29/2023 01:00:00 AM,65
W,04/29/2023 01:15:00 AM,60
E,04/29/2023 01:15:00 AM,72
W,04/29/2023 01:30:00 AM,52
E,04/29/2023 01:30:00 AM,53
W,04/29/2023 01:45:00 AM,58
E,04/29/2023 01:45:00 AM,56
W,04/29/2023 02:00:00 AM,61
E,04/29/2023 02:00:00 AM,34
W,04/29/2023 02:15:00 AM,45
E,04/29/2023 02:15:00 AM,48
W,04/29/2023 02:30:00 AM,48
E,04/29/2023 02:30:00 AM,40
W,04/29/2023 02:45:00 AM,50
E,04/29/2023 02:45:00 AM,43
W,04/29/2023 03:00:00 AM,18
E,04/29/2023 03:00:00 AM,42
W,04/29/2023 03:15:00 AM,30
E,04/29/2023 03:15:00 AM,35
W,04/29/2023 03:30:00 AM,25
E,04/29/2023 03:30:00 AM,25
W,04/29/2023 03:45:00 AM,23
E,04/29/2023 03:45:00 AM,24
W,04/29/2023 04:00:00 AM,29
E,04/29/2023 04:00:00 AM,31
W,04/29/2023 04:15:00 AM,21
E,04/29/2023 04:15:00 AM,27
W,04/29/2023 04:30:00 AM,19
E,04/29/2023 04:30:00 AM,31
W,04/29/2023 04:45:00 AM,22
E,04/29/2023 04:45:00 AM,30
W,04/29/2023 05:00:00 AM,20
E,04/29/2023 05:00:00 AM,32
W,04/29/2023 05:15:00 AM,33
E,04/29/2023 05:15:00 AM,59
W,04/29/2023 05:30:00 AM,48
E,04/29/2023 05:30:00 AM,65
W,04/29/2023 05:45:00 AM,46
E,04/29/2023 05:45:00 AM,71
W,04/29/2023 06:00:00 AM,64
E,04/29/2023 06:00:00 AM,74
W,04/29/2023 06:15:00 AM,93
E,04/29/2023 06:15:00 AM,103
W,04/29/2023 06:30:00 AM,134
E,04/29/2023 06:30:00 AM,192
W,04/29/2023 06:45:00 AM,141
E,04/29/2023 06:45:00 AM,182
W,04/29/2023 07:00:00 AM,140
E,04/29/2023 07:00:00 AM,186
W,04/29/2023 07:15:00 AM,178
E,04/29/2023 07:15:00 AM,203
W,04/29/2023 07:30:00 AM,251
E,04/29/2023 07:30:00 AM,223
W,04/29/2023 07:45:00 AM,264
E,04/29/2023 07:45:00 AM,285
W,04/29/2023 08:00:00 AM,294
E,04/29/2023 08:00:00 AM,314
W,04/29/2023 08:15:00 AM,284
E,04/29/2023 08:15:00 AM,358
W,04/29/2023 08:30:00 AM,357
E,04/29/2023 08:30:00 AM,516
W,04/29/2023 08:45:00 AM,424
E,04/29/2023 08:45:00 AM,572
W,04/29/2023 09:00:00 AM,434
E,04/29/2023 09:00:00 AM,490
W,04/29/2023 09:15:00 AM,496
E,04/29/2023 09:15:00 AM,588
W,04/29/2023 09:30:00 AM,503
E,04/29/2023 09:30:00 AM,617
W,04/29/2023 09:45:00 AM,567
E,04/29/2023 09:45:00 AM,684
W,04/29/2023 10:00:00 AM,606
E,04/29/2023 10:00:00 AM,653
W,04/29/2023 10:15:00 AM,598
E,04/29/2023 10:15:00 AM,609
W,04/29/2023 10:30:00 AM,602
E,04/29/2023 10:30:00 AM,704
W,04/29/2023 10:45:00 AM,632
E,04/29/2023 10:45:00 AM,696
W,04/29/2023 11:00:00 AM,628
E,04/29/2023 11:00:00 AM,638
W,04/29/2023 11:15:00 AM,669
E,04/29/2023 11:15:00 AM,634
W,04/29/2023 11:30:00 AM,649
E,04/29/2023 11:30:00 AM,666
W,04/29/2023 11:45:00 AM,741
E,04/29/2023 11:45:00 AM,721
W,04/29/2023 12:00:00 PM,697
E,04/29/2023 12:00:00 PM,609
W,04/29/2023 12:15:00 PM,827
